word	homonym	type	gradation	type_note	grad_note
ulkomaanpassi		5			
ulkomaanpuhelu					
ulkomaanraha					
ulkomaansuhteet					
ulkomaantoimittaja					
ulkomaantyöntekijä					
ulkomaanuutinen					
ulkomaanvaluutta					
ulkomaanvelka					
ulkomainen		38			
ulkomainonta					
ulkomainos					
ulkomaisuus		40			
ulkomeri					
ulkoministeri					
ulkoministeriö					
ulkomitta					
ulkomuisti					
ulkomuoto					
ulkomuseo					
ulkona		99			
ulkonainen		38			
ulkonaisesti		99			
ulkonaliikkumiskielto					
ulkonee		72			
ulkonema		10			
ulkoneva		10			
ulkonurkka					
ulkonäkö					
ulko-osa					
ulko-ovi					
ulkopaikallissija					
ulkopaikkakuntalainen					
ulkopaisti					
ulkopalvelus					
ulkoparlamentaarinen					
ulkopelaaja					
ulkopeli					
ulkopiiri					
ulkopinta					
ulkopohja					
ulkopoliittinen					
ulkopoliittisesti					
ulkopolitiikka					
ulkopuoli					
ulkopuolinen					
ulkorakennus					
ulkorata					
ulkorataennätys					
ulkoreitti					
ulkorengas					
ulkoreuna					
ulkoruokinta					
ulkoruokintakausi					
ulkosaari					
ulkosaaristo					
ulkosalla		99			
ulkosalle		99			
ulkosalta		99			
ulkosatama					
ulkoseinä					
ulkosivu					
ulkosuomalainen					
ulkosynnyttimet					
ulkosyntyinen					
ulkoterä					
ulkotila					
ulkotutkimus					
ulkotyö					
ulkovaate					
ulkovalaisin					
ulkovalo					
ulkovalta					
ulkoverhous					
ulkovessa					
ulkovuoraus					
ulkovuoro					
ulkoväylä					
ullakko		4	A		
ullakkohuone					
ullakkokamari					
ullakkokerros					
ullakkokomero					
uloimmainen		38			
uloimmaksi		99			
uloimmas		99			
uloimpaa		99			
uloimpana		99			
uloin		36			
uloinna		99			
uloke		48	A		
ulommainen		38			
ulommaksi		99			
ulommas		99			
ulompaa		99			
ulompana		99			
ulompi		16	H		
ulonnus		39			
ulontaa		54	J		
ulos		99			
ulosajo					
ulosanti		5	J		
ulosheittäjä					
uloshengitys					
uloskäynti					
uloskäytävä					
ulosliputtaa					
ulosliputus					
uloslyönti					
uloslähtö					
uloslämpiävä		10			
ulosmarssi					
ulosmeno					
ulosmenoliikenne					
ulosmenotie					
ulosmenoväylä					
ulosmitata					
ulosmittaus					
ulosotonhaltija					
ulosotto					
ulosottomies					
ulosottoteitse					
ulospäin					
ulospääsy					
ulospääsytie					
ulostaa		53			
ulostamistarve					
uloste		48			
ulostenäyte					
ulostulo					
ulostuloteho					
ulostus		39			
ulostusaine					
ulostuslääke					
ulostuttaa		53	C		
ulosvedin					
ulota		72	D		
ulottaa		53	C		
ulottautua		52	F		
ulotteikas		41	A		
-ulotteinen		38			
ulotteisuus		40			
ulottua		52	C		
ulottuma		10			
ulottumattomiin		99			
ulottumattomissa		99			
ulottuviin		99			
ulottuvilla		99			
ulottuville		99			
ulottuvilta		99			
ulottuvissa		99			
ulottuvista		99			
ulottuvuus		40			
ulpukka		14	A		
ulsteri		6			
ultimaatumi		6			
ultra-					
ultrakevyt					
ultralyhyt					
ultramariini		5			
ultramariininsininen					
ultramoderni					
ultraviolettisäteily					
ultraääni					
ultraäänikuva					
ultraäänitutkimus					
ulvahdella		67	F		
ulvahdus		39			
ulvahtaa		53	F		
ulvaista		66			
ulvoa		52			
ulvonta		9	J		
ulvottaa		53	C		
umbra		10			
ummehtua		52	F		
ummehtuneisuus		40			
ummessa		99			
ummet		99			
ummetus		39			
ummikko		4	A		
ummistaa		53			
umpeen		99			
umpeenmeno					
umpeentua		52	J		
umpeuttaa		53	C		
umpeutua		52	F		
umpi		7	H		
umpiauto					
umpierite					
umpieritteinen		38			
umpieritys					
umpihanki					
umpihankihiihto					
umpihumala					
umpijää					
umpikatu					
umpikela					
umpikiero					
umpikuja					
umpikuuro		1			
umpikänninen					
umpilippu					
umpilisäke					
umpiluu					
umpimielinen					
umpimielisesti		99			
umpimielisyys					
umpimurtuma					
umpimähkäinen		38			
umpimähkäisesti		99			
umpimähkäisyys		40			
umpimähkään		99			
umpinainen		38			
umpinaisesti		99			
umpinaisuus		40			
umpio		3			
umpioida		62			
umpiointi		5	J		
umpioitua		52	F		
umpiolasi					
umpiolasi-ikkuna					
umpiotölkki					
umpiperä					
umpiperäinen					
umpipuinen					
umpipussi					
umpipuu					
umpipäissään					
umpirauhanen					
umpisilmäinen					
umpisokea					
umpisolmu					
umpisukkeloon		99			
umpisukkelossa		99			
umpisukkelosta		99			
umpisuolentulehdus					
umpisuoli					
umpisuomalainen					
umpitavu					
umpitunneli					
umpiunessa		99			
umpu		1	H		
underground		5			
undergroundelokuva					
undergroundkirjallisuus					
undergroundkulttuuri					
undergroundsarjakuva					
understatement		5			
undulaatti		5	C		
uneksia		61			
uneksija		12			
uneksinta		9	J		
uneliaasti		99			
uneliaisuus		40			
unelias		41			
unelma		10			
unelma-ammatti					
unelmaloma					
unelmamaailma					
unelmamaali		5			
unelmoida		62			
unelmointi		5	J		
unenhorre					
unenhorros					
unenhorteinen					
unenlahja					
unennäkö					
unenomainen					
unenpuute					
unenpöpperöinen					
unenpöpperössä					
unensaanti					
unentarve					
unentulo					
uneton		34	C		
unettaa		53	C		
unettomuus		40			
unho		1			
unhoittaa		53	C		
unhoittua		52	C		
unhola		12			
unhottaa		53	C		
unhottua		52	C		
uni		24			
uniaattikirkko					
uniapnea		12			
uniasu					
unienselitys					
unihiekka					
unihäiriö					
uniikki		5	A		
uniikkikappale		50			
unijukka					
unikeko					
unikeonpäivä					
unikko		4	A		
unikuva					
unilelu					
uniliike					
unilukkari					
unilääke					
unimaito					
uninen		38			
uniohjaus					
unioni		6			
uniseksi					
uniseksiasu					
unisesti		99			
unissaan		99			
unissakävelijä					
unissakävely					
unissakävijä					
unissasaarnaaja					
unisuus		40			
unitabletti					
unitauti					
unitila					
unitutkimus					
uni-valverytmi					
univelka					
universaali		5			
universaalinen		38			
universaalistua		52			
universaalitiede		50			
universiadit		5			
universumi		6			
univormu		1			
univormupukuinen					
unkari		6			
unkarilainen		38			
unkarin kieli					
unkarinkielinen					
unkarinnos		39			
unkarintaa		54	J		
unohdella		67	F		
unohdus		39			
unohtaa		53	F		
unohtavainen		38			
unohtavaisuus		40			
unohtelu		2			
unohtua		52	F		
unohtumaton		34	C		
unohtumattomasti		99			
unssi		5			
untuva		10			
untuvainen		38			
untuvakangas		41	G		
untuvamakuupussi					
untuvankevyt					
untuvanpehmeä					
untuvanpehmoinen					
untuvapallo					
untuvapeite					
untuvapeitto					
untuvapilvi					
untuvapusero					
untuvapussi					
untuvatakki					
untuvatyyny					
untuvatäytteinen					
untuvikko		1	A		
uoma		10			
U-palkki					
upea		15			
upeasti		99			
upeus		40			
upokas		41	A		
upoksiin		99			
upoksissa		99			
upoksista		99			
uposkasvi					
uposlehti					
uposlehtinen					
upota		74	B		
upote		48	C		
upottaa		53	C		
upotteinen		38			
upotus		39			
upotuskaste					
upotuskoristelu					
upotuspora					
upotussuolata					
upotussuolaus					
upouusi					
uppeluksiin		99			
uppeluksissa		99			
uppiniskainen					
uppiniskaisesti		99			
uppiniskaisuus		40			
uppista		99			
uppoama		10			
uppoamaton		34	C		
uppoasennus					
uppokanta					
uppokantaruuvi					
uppokuumennin					
uppolukko					
uppomuna					
uppo-outo					
uppopaistaa					
uppopaisto					
uppopallo					
uppoperho					
uppopumppu					
uppopuu					
upporikas					
uppotukki					
uppouma		10			
uppoutua		52	F		
uppovaaka					
uppovalaisin					
ups		99			
upseeri		6			
upseeriaines					
upseerikerho					
upseerikokelas					
upseerikunta					
upseerinarvo					
upseerinura					
upseeristo		1			
upsis		99			
upsista		99			
ura		10			
uraani		6			
uraaniatomi					
uraaniesiintymä					
uraanikaivos					
uraanimalmi					
uraauurtava		10			
uraauurtavasti		99			
urahdus		39			
urahtaa		53	F		
urahöylä					
urakehitys					
urakierto					
urakka		14	A		
urakkapalkka					
urakkasopimus					
urakkasumma					
urakkatyö					
urakoida		68			
urakoija		10			
urakointi		5	J		
urakointiliike					
urakoitsija		12			
uralilainen		38			
uranainen					
uranauha					
uranuurtaja		10			
uranuurtajantyö					
uranvalinta					
urapaikkaus					
uraputki					
uraruuvi					
urasuunnittelu					
urauttaa		53	C		
urautua		52	F		
urbaani		6			
urbaaninen		38			
urbaanisesti		99			
urbaanisti		99			
urbaanistua		52			
urbaanisuus		40			
urbaanius		40			
urbanisaatio		3			
urbanisoitua		52	F		
urea		12			
urhea		15			
urheasti		99			
urheilija		12			
urheilijansydän					
urheilla		67			
urheilu		2			
urheiluammunta		9	J		
urheiluauto					
urheiluautoilija					
urheiluennätys					
urheiluhalli		5			
urheiluhenkinen					
urheiluhieroja					
urheiluhousut					
urheiluhullu					
urheiluilmailu					
urheilujohtaja					
urheilujoukot					
urheilujuhla					
urheilujärjestö					
urheilukalastaja					
urheilukalastus					
urheilukenttä					
urheilukieli					
urheilukilpailu					
urheilukisat					
urheilukomppania					
urheilukuvaaja					
urheilulaji					
urheilulanka					
urheiluliike					
urheilullinen		38			
urheiluloma					
urheilulukio					
urheiluluokka					
urheilulääketiede					
urheilulääkäri					
urheilumalli					
urheilumallinen					
urheilumetsästys					
urheilumieli					
urheilumuoti					
urheilumuoto					
urheilunopetus					
urheiluopisto					
urheiluosasto					
urheilupaita					
urheilupistooli					
urheilupsykologi					
urheilupsykologia					
urheilupuisto					
urheilupyörätuoli					
urheilupäivä					
urheilusali					
urheiluselostaja					
urheiluselostus					
urheiluseura					
urheilusivu					
urheilusukellus					
urheilusukeltaja					
urheilusukka					
urheilusuoritus					
urheilutalo					
urheilutoimittaja					
urheilutoimitus					
urheilu-uutinen					
urheiluvalmennus					
urheiluvamma					
urheiluväki					
urheiluväline					
urheiluvälinekauppa					
urheus		40			
urho		1			
urhoollinen		38			
urhoollisesti		99			
urhoollisuus		40			
urina		12			
urinaali		5			
urista		66			
urittaa		53	C		
uritus		39			
urjeta		72	L		
urkinta		9	J		
urkkia		61	A		
urkkija		12			
urkufasadi					
urkuharmoni					
urkujensoittaja					
urkujensoitto					
urkukappale					
urkukonsertti					
urkukoraali					
urkumusiikki					
urkuparvi		7			
urkupenkki					
urkupilli					
urkupiste					
urkuri		6			
urkusävellys					
urkutaiteilija					
urologi		5			
urologia		12			
urologinen		38			
uros		39			
uros		41			
uroshirvi					
uroskissa					
uroskoira					
urosmetso					
urospuolinen					
uroteko					
urotyö					
urpiainen		38			
urpu		1	E		
urputtaa		53	C		
urputus		39			
urtikaria		12			
urut		1	D		
usalainen		38			
usea		15			
useammanlainen		38			
useanlainen		38			
useasti		99			
useimmiten		99			
usein		99			
useus		40			
uskaliaasti		99			
uskaliaisuus		40			
uskalias		41			
uskalikko		1	A		
uskallus		39			
uskaltaa		54	I		
uskaltautua		52	F		
usko		1			
uskoa		52			
-uskoinen		38			
-uskoisesti		99			
-uskoisuus		40			
uskollinen		38			
uskollisesti		99			
uskollisuudenvakuutus					
uskollisuudenvala					
uskollisuus		40			
uskomaton		34	C		
uskomattomasti		99			
uskomattomuus		40			
uskomus		39			
uskomuslääkintä					
uskomusolento					
uskonasia					
uskonelämä					
uskonkappale					
uskonkiihko					
uskonkiihkoinen					
uskonkilvoitus					
uskonkäsitys					
uskonlahko					
uskonnollinen		38			
uskonnollisaiheinen					
uskonnollisesti		99			
uskonnollishenkinen					
uskonnollismielinen					
uskonnollisuus		40			
uskonnonfilosofia					
uskonnonharjoitus					
uskonnonopettaja					
uskonnonopetus					
uskonnonvapaus					
uskonopillinen					
uskonoppi					
uskonpuhdistus					
uskonpuute					
uskonsisar					
uskonsota					
uskonsuunta					
uskonto		1	J		
uskontokunta					
uskontorikos					
uskontotiede					
uskontotieteellinen					
uskontotunti					
uskontunnustus					
uskonvaino					
uskonvapaus					
uskonvarmuus					
uskonveli					
uskoontulo					
uskotella		67	C		
uskoton		34	C		
uskottava		10			
uskottavasti		99			
uskottavuus		40			
uskottelu		2			
uskottomuus		40			
uskottu		1	C		
uskoutua		52	F		
uskova		10			
uskovainen		38			
uskovaisuus		40			
ussa		10			
usuttaa		53	C		
usutus		39			
usva		10			
usvainen		38			
usvaisuus		40			
utare		49			
utareliivi		5			
utaretulehdus					
uteliaasti		99			
uteliaisuus		40			
utelias		41			
utelija		12			
utelu		2			
utilitarismi		5			
utilitaristi		5			
utilitaristinen		38			
utooppinen		38			
utopia		12			
utopisti		5			
utopistinen		38			
utopistisesti		99			
utopistisuus		40			
utu		1	F		
utuinen		38			
utupilvi					
uudelleen		99			
uudelleenarviointi					
uudelleenjärjestely					
uudelleenkoulutus					
uudelleenkäyttö					
uudelleenvalinta					
uudenaikainen					
uudenlainen		38			
uudenmallinen					
uudennos		39			
uudennus		39			
uudenseelanninpinaatti					
uudentaa		54	J		
uudentua		52	J		
uudentyyppinen					
uudenvuodenaatto					
uudenvuodenlupaus					
uudenvuodenpäivä					
uudenvuodentina					
uudenvuodenvalvojaiset					
uudenvuodenyö					
uudestaan		99			
uudestisyntyminen		38			
uudestisyntynyt		47			
uudin		33	F		
uudis-					
uudisasukas					
uudisasutus					
uudismuodoste					
uudisraivaaja					
uudisraivaus					
uudisrakennus					
uudissana					
uudistaa		53			
uudistaja		10			
uudistalo					
uudistila					
uudistua		52			
uudistumaton		34	C		
uudistus		39			
uudistusala					
uudistushakkuu					
uudistusliike					
uudistusmielinen					
uudistusohjelma					
uudistustyö					
uudisviljely					
uudisviljelys					
uuhi		23			
uuma		10			
uumen		32			
uumoilla		67			
uumoilu		2			
uuni		5			
uunijuusto					
uunikala					
uunikuiva					
uunikuivaus					
uunilintu					
uunillinen		38			
uuniluuta					
uunilämmin					
uunilämmitteinen					
uunilämmitys					
uunimakkara					
uunimunakas					
uuninkestävä					
uuninluukku					
uuninlämpö					
uuninpankko					
uuninpelti					
uuninpäällys					
uuninsuu					
uuniomena					
uunipaisti					
uunipannu					
uunipelti					
uuniperuna					
uunipuu					
uunipuuro					
uuniruoka					
uunituore					
uunivaunu					
uunivuoka					
uuno		1			
uupua		52	E		
uupumaton		34	C		
uupumattomasti		99			
uupumattomuus		40			
uupumus		39			
uuras		41			
uurastaa		53			
uurastaja		10			
uurastus		39			
uurna		10			
uurnahauta					
uurnahautausmaa					
uurnaholvi					
uurnalehto					
uurre		48	K		
uurrehöylä					
uurros		39			
uurrostaa		53			
uurrostus		39			
uurtaa		54	K		
uurteellinen		38			
uurteinen		38			
uurteisuus		40			
uurteisvalas					
uurto		1	K		
uusasiallinen					
uusasiallisuus					
uusaste					
uusavuton					
uusavuttomuus					
uuselintarvike					
uusfasismi					
uusfasisti					
uushankinta					
uushopea					
uushopeainen					
uushopeinen					
uusi		27			
uusia		61			
uusija		12			
uusikuu		51			
uusimuotoinen					
uusinta		9	J		
uusintaesitys					
uusintainvestointi					
uusintakilpailu					
uusintakuulustelu					
uusintakäsittely					
uusintalähetys					
uusintaottelu					
uusintapainos					
uusintavaali					
uusinto		1	J		
uusinvestointi					
uusiokuitu					
uusiokäyttö					
uusiomassa					
uusiomuovi					
uusiopahvi					
uusiopaperi					
uusioraaka-aine					
uusiotuote					
uusiseelantilainen		38			
uusitestamentillinen		38			
uusiutua		52	F		
uusiutumiskyky					
uusiutumistaipumus					
uusivuosi		51			
uusjako					
uusklassinen					
uusklassisismi					
uusklassisuus					
uuskolonialismi					
uuskritiikki					
uuskäyttö					
uusköyhälistö					
uuslukutaidottomuus					
uusmerkintä					
uusnatsi					
uusnatsismi					
uuspakanuus					
uusperhe					
uusrahvaanomainen					
uusrahvaanomaisesti		99			
uusrahvaanomaisuus					
uusrealismi					
uusrenessanssi					
uusromantiikka					
uusromanttinen					
uusvanha					
uusvienti					
uute		48	C		
uutinen		38			
uutisaineisto					
uutisankka					
uutisankkuri					
uutisarvo					
uutisfilmi					
uutiskatsaus					
uutiskuva					
uutiskuvaaja					
uutiskynnys					
uutisleipä					
uutislähde					
uutislähetys					
uutismotti		5	C		
uutisnenä					
uutisnälkä					
uutisnälkäinen					
uutisoida		62			
uutispalvelu					
uutispimennys					
uutispommi					
uutispuuro					
uutispäällikkö					
uutissulku					
uutissähke					
uutistenlukija					
uutistoimisto					
uutistoimittaja					
uutistoimitus					
uutisvilja					
uutisväline					
uutisvälitys					
uuttaa		53	C		
uuttera		10			
uutterasti		99			
uutteruus		40			
uutto		1	C		
uuttu		1	C		
uuttukyyhky					
uutukainen		38			
uutuudenjäykkä					
uutuudenviehätys					
uutuus		40			
uutuusarvo					
uutuusesittely					
uutuusluettelo					
uuvahdus		39			
uuvahtaa		53	F		
uuvuksiin		99			
uuvuksissa		99			
uuvuttaa		53	C		
uuvutus		39			
uuvutustaistelu					
uuvutustaktiikka					
uveavanto					
vaa'ankieli					
vaa'ankieliasema					
vaade		48	F		
vaadin		33	F		
vaahdonestoaine					
vaahdota		74	F		
vaahdote		48	C		
vaahdotin		33	C		
vaahdottaa		53	C		
vaahdotus		39			
vaahtera		13			
vaahteranlehti					
vaahterasiirappi					
vaahterasokeri					
vaahto		1	F		
vaahtoinen		38			
vaahtoisuus		40			
vaahtokaramelli					
vaahtokumi					
vaahtokumipatja					
vaahtokupla					
vaahtokylpy					
vaahtokylpyaine					
vaahtolasi					
vaahtomuovi					
vaahtomuovipatja					
vaahtomuovirouhe					
vaahtopesu					
vaahtopesuaine					
vaahtopäinen					
vaahtopää					
vaahtosammutin					
vaahtosammutus					
vaahtoutua		52	F		
vaaita		69			
vaaitus		39			
vaaituskoje					
vaaka		9	D		
vaaka-akseli					
vaaka-asento					
vaakaetäisyys					
vaakajuova					
vaakajuovainen					
vaakakierre					
vaakakuppi					
vaakalaudoitus					
vaakalauta					
vaakalento		1	J		
vaakalintu					
vaakapommitus					
vaakaraita		9	F		
vaakaraitainen					
vaakarivi					
vaakaseisonta					
vaakasuora					
vaakasuunta					
vaakasuuntainen					
vaakatahdistus					
vaakataso					
vaakaviiva					
vaakaviivoitus					
vaakavuoraus					
vaakkua		52	A		
vaaksa		9			
vaaksiainen		38			
vaakuna		12			
vaakunakilpi					
vaakunalippu					
vaakunaoppi					
vaalea		15			
vaaleahiuksinen					
vaaleaihoinen					
vaaleanharmaa					
vaaleanpunainen					
vaaleanvihreä					
vaaleapohjainen					
vaaleatukkainen					
vaaleaverikkö		4	A		
vaaleaverinen					
vaalennus		39			
vaalentaa		54	J		
vaalentua		52	J		
vaaleta		72			
vaaleus		40			
vaali		5			
vaalia		61			
vaaliavustaja					
vaaliehdokas					
vaalihuoneisto					
vaalijuliste					
vaalijärjestelmä					
vaalikampanja					
vaalikaranteeni					
vaalikarja					
vaalikausi					
vaalikelpoinen					
vaalikelpoisuus					
vaalikeskustelu					
vaalikirja					
vaalikortti					
vaalikuningas					
vaalilautakunta					
vaaliliitto					
vaalilippu					
vaaliluettelo					
vaalimainos					
vaalimökki					
vaalinta		9	J		
vaaliohjelma					
vaalioikeus					
vaalioikeutettu					
vaalipetos					
vaalipiiri					
vaalipropaganda					
vaalipuhe					
vaalipuhuja					
vaalipäivä					
vaalirikos					
vaalisaarna					
vaalisalaisuus					
vaalisija					
vaalitaistelu					
vaalitapa					
vaalitappio					
vaaliteema					
vaalitentti					
vaalitilaisuus					
vaalitoimisto					
vaalitoimitus					
vaalitulos					
vaalitulospalvelu					
vaaliuurna					
vaalivaltti					
vaalivapaus					
vaalivilppi					
vaalivoitto					
vaalivuosi					
vaan		99			
vaania		61			
vaanija		12			
vaaninta		9	J		
vaapertaa		54	K		
vaappu		1	B		
vaappua		52	B		
vaapsahainen		38			
vaapsiainen		38			
vaapukka		14	A		
vaapunta		9	J		
vaaputtaa		53	C		
vaaputus		39			
vaara	1	9			
vaara	2	9			
vaara-alue	1				
vaara-alue	2				
vaara-asutus					
vaarain		33			
vaarainen		38			
vaarajono					
vaarallinen		38			
vaarallisesti		99			
vaarallisuus		40			
vaaranalainen					
vaaranlaki		7	D		
vaaranrinne					
vaarantaa		54	J		
vaarantua		52	J		
vaarapaikka					
vaaratekijä					
vaaratilanne					
vaaraton		34	C		
vaarattomuus		40			
vaaravyöhyke					
vaari	1	5			
vaari	2	99			
vaarinkaktus					
vaarinkalja					
vaarinkukka					
vaarinottaa					
vaarinotto					
vaarna		9			
vaarnaliitos					
vaarnapultti		5	C		
vaarnaruuvi					
vaarnata		73			
vaarnaus		39			
vaarua		52			
vaarunta		9	J		
vaasi		5			
vaata		73	D		
vaate		48	C		
vaateapu					
vaateavustus					
vaatehankinta					
vaateharja					
vaatehtia		61	F		
vaatehtimo		2			
vaatehuolto					
vaatehuoltohuone					
vaatehuone					
vaatekaappi					
vaatekappale					
vaatekauppa					
vaatekauppias					
vaatekerta					
vaatekoi		18			
vaatekomero					
vaatekoukku					
vaatelappu					
vaateliaasti		99			
vaateliaisuus		40			
vaatelias		41			
vaatemytty					
vaatenaulakko					
vaatenyytti					
vaateosasto					
vaateparsi					
vaatepuu					
vaateraha					
vaateripustin					
vaatesäilö					
vaatetanko					
vaateteollisuus					
vaatettaa		53	C		
vaatetus		39			
vaatetusala					
vaatetusapu					
vaatetusliike					
vaatetusmeno					
vaatetussuunnittelija					
vaatetusteollisuus					
vaatetäi					
vaatia		61	F		
vaatija		12			
vaatimaton		34	C		
vaatimattomasti		99			
vaatimattomuus		40			
vaatimus		39			
vaatimustaso					
vaativa		10			
vaativainen		38			
vaativasti		99			
vaativuus		40			
-vaatteinen		38			
vaatturi		6			
vaatturinliike					
vaatturinliitu					
vaatturintyö					
vadelma		10			
vadelmahillo					
vadelmamehu					
vadelmanpunainen					
vadelmapensaikko					
vadelmapensas					
vadelmatee					
vadelmikko		4	A		
vadi		5			
vadillinen		38			
vaellella		67	I		
vaellus		39			
vaelluskala					
vaelluskenkä					
vaellusmatka					
vaellusreitti					
vaellusretki					
vaellusteltta					
vaellusvietti					
vaeltaa		54	I		
vaeltaja		10			
vaeltelu		2			
vagina		13			
vaginaalinen		38			
vaginismi		5			
vaha		9			
vahakabinetti					
vahakakku					
vahakangas		41	G		
vahakas		41	A		
vahakoisa					
vahakuva					
vahakynttilä					
vahaliitu					
vahanukke					
vahapaperi					
vahapapu					
vahaplastiikka					
vahata		73			
vahaus		39			
vahaveistos					
vahdata		73	F		
vahdinpito					
vahdinta		9	J		
vahdinvaihto					
vahingoittaa		53	C		
vahingoittua		52	C		
vahingoittuma		10			
vahingoittumaton		34	C		
vahingollinen		38			
vahingollisesti		99			
vahingollisuus		40			
vahingonilo					
vahingoniloinen					
vahingoniloisesti					
vahingonkorvaus					
vahingonkorvausvaatimus					
vahingonkorvausvelvollinen					
vahingonkorvausvelvollisuus					
vahingonlaukaus					
vahingontekijä					
vahingonteko					
vahinko		1	G		
vahinkoeläin					
vahinkovakuutus					
vahti		5	F		
vahtia		61	F		
vahtikoira					
vahtimestari					
vahtiparaati					
vahtisotilas					
vahtivuoro					
vahva		9			
vahvahermoinen					
vahvahermoisuus					
vahvakasvuinen					
vahvalihaksinen					
vahvalti		99			
vahvaluonteinen					
vahvaoksainen					
vahvarakenteinen					
vahvarunkoinen					
vahvaseinäinen					
vahvasti		99			
vahvatahtoinen					
vahvennos		39			
vahvennus		39			
vahventaa		54	J		
vahventua		52	J		
vahventuma		10			
vahvero		2			
vahveta		72			
vahvike		48	A		
vahvikerauta					
-vahvikkeinen		38			
vahvistaa		53			
vahvistaja		10			
vahvistamaton		34	C		
vahviste		48			
-vahvisteinen		38			
vahvistin		33			
vahvistua		52			
vahvistus		39			
vahvistusjoukko					
vahvistussana					
vahvistuttaa		53	C		
vahvuinen		38			
vahvuus		40			
vai		99			
vaiennus		39			
vaientaa		54	J		
vaientua		52	J		
vaieta		72	D		
vaihdanta		9	J		
vaihdantatalous					
vaihde		48	F		
vaihdekeppi					
vaihdelaatikko					
vaihdella		67	F		
vaihdepyörä					
vaihdetanko					
vaihdettava		10			
vaihdettavuus		40			
vaihdevipu					
vaihdevuodet					
vaihdin		33	F		
vaihdokas		41	A		
vaihdokki		5	A		
vaihdos		39			
vaihdunta		9	J		
vaihe		48			
vaiheikas		41	A		
vaiheikkuus		40			
-vaiheinen		38			
vaiheistaa		53			
vaiheistus		39			
vaiheittaa		53	C		
vaiheittain		99			
vaiheittainen		38			
vaiheittaisesti		99			
vaihejohdin					
vaihejännite					
vaiherikas					
vaihetyö					
vaihetyöntekijä					
vaihtaa		56	F		
vaihtaja		10			
-vaihteinen		38			
vaihteisto		1			
vaihteistoöljy					
vaihtelu		2			
vaihtelualue					
vaihtelunhalu					
vaihtelunhaluinen					
vaihteluraja		9			
vaihteluväli					
vaihto		1	F		
vaihtoaitio					
vaihtoalue					
vaihtoarvo					
vaihtoaskel					
vaihtoauto					
vaihtoautohalli		5			
vaihtoehto					
vaihtoehtoinen					
vaihtoehtoisesti		99			
vaihtoehtoisuus					
vaihtoehtoliike					
vaihtoehtolääkintä					
vaihtojännite					
vaihtokassa					
vaihtokauppa					
vaihtokurssi					
vaihtolava					
vaihtolyöjä					
vaihtolyönti					
vaihtolämpöinen					
vaihtomies					
vaihto-oikeus					
vaihto-omaisuus					
vaihto-oppilas					
vaihtopelaaja					
vaihtopenkki					
vaihtopullo					
vaihtoraha					
vaihtoreaktio					
vaihtosuhde					
vaihtosuuntaaja		10			
vaihtosähkö					
vaihtosähkövastus					
vaihtotalous					
vaihtotase					
vaihtotavara					
vaihtotori					
vaihtovaate					
vaihtovelkakirja					
vaihtovelkakirjalaina					
vaihtovirta					
vaihtovirtageneraattori					
vaihtovirtakoje					
vaihtovirtamoottori					
vaihtoväline					
vaihtua		52	F		
vaihtumisnopeus					
vaihtuvakorkoinen					
vaihtuvuus		40			
vaijeri		6			
vaikea		15			
vaikeahoitoinen					
vaikeakulkuinen					
vaikeakäyttöinen					
vaikealukuinen					
vaikealuonteinen					
vaikeamaastoinen					
vaikeapääsyinen					
vaikeaselkoinen		38			
vaikeaselkoisesti		99			
vaikeaselkoisuus		40			
vaikeasti		99			
vaikeatajuinen					
vaikeatajuisesti					
vaikeatajuisuus					
vaikeavammainen					
vaikeaymmärteinen					
vaikeaymmärteisyys					
vaikeroida		62			
vaikerointi		5	J		
vaikerrella		67	K		
vaikerrus		39			
vaikertaa		54	K		
vaikeus		40			
vaikeusaste					
vaikeuttaa		53	C		
vaikeutua		52	F		
vaikeutus		39			
vaikka		99			
vaikku		1	A		
vaikute		48	C		
vaikutelma		10			
vaikutin		33	C		
vaikuttaa		53	C		
vaikuttaja		10			
vaikuttajayksilö					
vaikuttava		10			
vaikuttavasti		99			
vaikuttavuus		40			
-vaikutteinen		38			
-vaikutteisesti		99			
-vaikutteisuus		40			
vaikuttua		52	C		
-vaikutuksinen		38			
vaikutus		39			
vaikutusaika		9	D		
vaikutusalue					
vaikutuskanava					
vaikutuskeino					
vaikutusmahdollisuus					
vaikutusmekanismi					
vaikutuspiiri					
vaikutuspiste					
vaikutussuhde					
vaikutussuora					
vaikutussuunta					
vaikutusvalta					
vaikutusvaltainen					
vaikutusvoima					
vailla		99			
vaille		99			
vaillinainen		38			
vaillinaisesti		99			
vaillinaisuus		40			
vaillinki		5	G		
vaimea		15			
vaimennin		33	J		
vaimennus		39			
vaimentaa		54	J		
vaimentua		52	J		
vaimeta		72			
vaimo		1			
vaimoihminen					
vain		99			
vainaa		17			
vainaja		10			
vainajainpalvonta					
vainen		99			
vaineskaan		99			
vainio		3			
vaino		1			
vainoaja		10			
vainoharha					
vainoharhainen					
vainoharhaisuus		40			
vainohullu					
vainohulluus					
vainolainen		38			
vainooja		10			
vainota		74			
vainovalkea					
vainu		1			
-vainuinen		38			
vainukoira					
vainuta		74			
vaippa		9	B		
vaippaeläin					
vaippahousut					
vaippaihottuma					
vaippaikäinen					
-vaippainen		38			
vaippaluoti					
vaippapinta					
vaipua		52	E		
vaisto		1			
vaistoammunta		9	J		
-vaistoinen		38			
